No.	Question	Response	Context	정답	문서명	answer_judgment	answer_match_percent	context_judgment	context_match_percent	final_judgment	final_match_percent	Result	reason
49	신한큐브종합건강상해보험(무배당_해약환급금_미지급형) 유지중인데 교통사고로 오른쪽 다리를 다쳤습니다.  장해급여금을 신청하려 하는 데 장해지급률 판단하는 기준을 알려 주세요.	STATUS: insufficient\n\n제공된 약관 근거만으로는 **교통사고로 오른쪽 다리 장해의 장해지급률 판단 기준**을 구체적으로 확인할 수 없습니다.\n\n확인된 근거:\n- **판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md / `<제2호 관련>`**\n  - 재해 장해 후 질병 장해가 추가된 경우, **최종 장해지급률에서 기존 재해 장해지급률을 차감**하는 예시가 있습니다.\n- **판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md / `<제1호 관련>`**\n  - 보험가입 전 장해가 있고 가입 후 질병으로 장해가 악화된 경우, **가입 후 발생한 장해지급률에서 기존 장해지급률을 차감**하는 예시가 있습니다.\n\n즉, 현재 근거로 알 수 있는 것은:\n- **기존 장해가 있거나, 재해 후 질병 등으로 장해가 중복되는 경우에는 차감 방식으로 계산될 수 있다**는 점입니다.\n\n하지만,\n- **오른쪽 다리 장해의 세부 판정 항목**\n- **다리 장해별 장해지급률 표**\n- **교통사고로 인한 장해 인정 기준**\n\n은 제공된 context에 없습니다.\n\n따라서 **오른쪽 다리 장해의 정확한 장해지급률 판단 기준은 이 근거만으로는 답변할 수 없습니다.**	판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md	1) 두 다리의 발목 이상을 잃었을 때                                                                    100\n2) 한 다리의 발목 이상을 잃었을 때                                                                      60\n3) 한 다리의 3대 관절 중 관절 하나의 기능을 완전히 잃었을 때                                    30\n4) 한 다리의 3대 관절 중 관절 하나의 기능에 심한 장해를 남긴 때                                20\n5) 한 다리의 3대 관절 중 관절 하나의 기능에 뚜렷한 장해를 남긴 때                             10\n6) 한 다리의 3대 관절 중 관절 하나의 기능에 약간의 장해를 남긴 때                               5\n7) 한 다리에 가관절이 남아 뚜렷한 장해를 남긴 때                                                    20\n8) 한 다리에 가관절이 남아 약간의 장해를 남긴 때                                                    10\n9) 한 다리의 뼈에 기형을 남긴 때                                                                           5\n10) 한 다리가 5cm 이상 짧아지거나 길어진 때                                                          30\n11) 한 다리가 3cm 이상 짧아지거나 길어진 때                                                          15\n12) 한 다리가 1cm 이상 짧아지거나 길어진 때                                                           5	판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md	불일치	0	일치	100	불일치	20	불일치	Response는 질문에 대한 구체적인 답변을 제공하지 못했으며, 장해지급률 판단 기준에 대한 핵심 정보를 포함하지 않았습니다. 그러나 Context는 기대 문서명과 일치합니다.
50	신한진심을품은 변액유니버설종신보험에서 선택 가능한 펀드 중 배당성향이 높은 주식에 많이 투자되는 펀드를 알려주세요.	STATUS: insufficient\n\n제공된 약관 근거만으로는 **“배당성향이 높은 주식에 많이 투자되는 펀드”**를 특정할 수 없습니다.\n\n근거:\n- **문서명:** `038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md`\n- **위치:** `제15조 펀드의 유형`\n\n해당 조항에는 예를 들어\n- **아시아주식형**: 인도, 중국, 일본 주식 등에 투자\n- **글로벌우량주식형**: 국내외 주식 및 주식관련 집합투자증권 등에 투자\n- **미국주식형**\n- **국내SRI주식혼합형**\n등의 투자 대상/비중은 나오지만,\n\n**배당주 중심인지, 배당성향이 높은 주식에 중점 투자하는지에 대한 설명은 제공된 context에 없습니다.**\n\n따라서, 제공된 근거만으로는 해당 조건에 맞는 펀드를 알려드릴 수 없습니다.	038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md	국내고배당주식형\n\n---> 해당 펀드 포함 답변 시 정답	docs/약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf.md	불일치	0	일치	100	불일치	20	불일치	Response에서 '국내고배당주식형' 펀드를 특정하지 못했으며, 정답과 반대되는 결론을 내렸습니다. 그러나 제공된 Context 문서는 기대 문서명과 일치합니다.
51	신한진심을품은 변액유니버설종신보험에서 사업비 이외에 기타 발생되는 비용이 무엇이 있나요?	STATUS: insufficient\n\n제공된 약관 근거상 확인되는 내용은 다음뿐입니다.\n\n- 문서: `038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md`\n- 위치: `특별계정 투입보험료`\n- 내용: 기본보험료에서 **계약관리비용 중 기타비용**(특약이 있으면 특약의 계약관리비용 중 기타비용 포함)을 차감한 후 특별계정에 투입된다고 되어 있습니다.\n\n다만, **“사업비 이외에 기타 발생되는 비용이 구체적으로 무엇인지” 항목명까지는 제공된 context에 나오지 않아 확인할 수 없습니다.**	038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 023-무배당종신보험_사업방법서_060401.doc-1.md, 004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md, 001-(무)종신보험표준형_20210101_산출방법서.doc-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 003-.산출방법서__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.1.md	회사는 자본시장과금융투자업에 관한 법률 제188조에 따라 보수, 그 밖의 수수료와 동업 시행령 제265조에 따라 회계감사비용, 채권평가비용 및 유가증권 매매수수료 등을 특별계정 자산에서 인출하여 부담합니다.	docs/약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf.md	부분일치	50	부분일치	50	부분일치	50	부분일치 50%	Response는 질문에 대해 일부 정보를 제공했으나, 구체적인 비용 항목에 대한 명확한 답변이 부족합니다. 또한, 기대 문서명과 일부 일치하지만 완전히 일치하지 않습니다.
52	2022년도 건강보험진료통계기준 백내장으로 입원치료 받은 사람중 인당 진료비는 얼마인지요?	2022년도 건강보험진료통계 기준으로, **백내장(노년백내장, H25)으로 입원치료 받은 사람의 인당 진료비는 1,727,369원**입니다.\n\n- 근거: `건강보험진료통계-다빈도상병별현황_2022.xlsx.md`\n- 위치: `다빈도상병별현황(단위_명, 원, 일)_2022`\n- 해당 항목: `입원 | 3 | H25 | 노년백내장 | 373425.0 | 1727369.0 | 1.64`\n\n참고로 문맥상 백내장은 제공된 자료에서 **H25 노년백내장**으로 확인됩니다.	건강보험진료통계-입원외래별청구현황_2022.xlsx.md, 건강보험진료통계-다빈도상병별현황_2022.xlsx.md, 별첨2_분류표_20240401_v1.3.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md	건강보험진료통계-다빈도상병별현황_2022.xlsx\n\n1727369	건강보험진료통계-다빈도상병별현황_2022.xlsx	일치	100	일치	100	일치	100	일치	응답이 정답의 핵심 내용을 정확히 포함하고 있으며, 제공된 문서도 기대 문서명과 일치합니다.
53	2018년에서 2022년까지의 요양급여비용 증감추이를 알려줘. 그래프로 알려주면 더 좋겠어.	다음은 제공된 근거인 **`건강보험진료통계-입원외래별청구현황_2022 / 입원외래별청구현황_2022`** 기준의 **2018~2022년 요양급여비용 증감추이**입니다.\n\n## 1) 연도별 요양급여비용\n단위: **억원**\n\n| 연도 | 입원 | 외래 | 합계 |\n|---|---:|---:|---:|\n| 2018 | 291,041 | 488,100 | 779,141 |\n| 2019 | 320,081 | 537,857 | 857,938 |\n| 2020 | 328,548 | 539,790 | 868,338 |\n| 2021 | 346,873 | 588,111 | 934,984 |\n| 2022 | 349,059 | 680,711 | 1,029,770 |\n\n※ 합계는 입원+외래 기준으로 계산했습니다.\n\n## 2) 전년 대비 증감\n단위: **억원**\n\n| 연도 | 합계 | 전년 대비 증감 | 증감률 |\n|---|---:|---:|---:|\n| 2018 | 779,141 | - | - |\n| 2019 | 857,938 | +78,797 | +10.1% |\n| 2020 | 868,338 | +10,400 | +1.2% |\n| 2021 | 934,984 | +66,646 | +7.7% |\n| 2022 | 1,029,770 | +94,786 | +10.1% |\n\n## 3) 간단 그래프\n합계 기준, 상대적 크기 표현입니다.\n\n```text\n2018  779,141  ██████████████████████████████\n2019  857,938  █████████████████████████████████\n2020  868,338  ██████████████████████████████████\n2021  934,984  ████████████████████████████████████\n2022 1,029,770 ███████████████████████████████████████\n```\n\n## 4) 해석\n- **2018→2022** 동안 요양급여비용은 지속적으로 증가했습니다.\n- 특히 **2022년** 증가폭이 가장 컸습니다.\n- 증가의 대부분은 **외래 요양급여비용** 확대가 크게 기여한 것으로 보입니다.  \n  - 외래: 488,100 → 680,711억원\n  - 입원: 291,041 → 349,059억원\n\n원하시면 제가 이 데이터를 바탕으로 **꺾은선 그래프 형태로 다시 정리**해서 보여드릴게요.	건강보험진료통계-입원외래별청구현황_2022.xlsx.md, 건강보험진료통계-다빈도상병별현황_2022.xlsx.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 027-별첨1_약관 내용 중 법 관련 인용 조문_240610.pdf-1.md	건강보험진료통계-입원외래별청구현황_2022.xlsx\n\n꾸준히 증가중이라는 내용이 포함되면 됨\n요양급여비용 전체인지 입원인지 특정하지 않았으므로 전체가 정답	건강보험진료통계-다빈도상병별현황_2022.xlsx	일치	100	부분일치	50	부분일치	90	부분일치 90%	응답은 요양급여비용 증감추이를 정확히 제공하고 있으며, 그래프 형태로도 표현하여 요구사항을 충족했습니다. 그러나 기대 문서명은 '건강보험진료통계-다빈도상병별현황_2022.xlsx'인데, 실제 문서에는 '건강보험진료통계-입원외래별청구현황_2022.xlsx'이 포함되어 있어 문서명이 일부 불일치합니다.
54	신한 SOL라이프 앱에서 한도증액 하는 방법 알려줘.	신한 SOL라이프 앱에서 한도증액은 아래 경로로 신청할 수 있습니다.\n\n- 경로: **신한 SOL라이프 앱 > 전체메뉴(≡) > 고객정보관리 > 내 계약관리 > 출금한도변경신청**\n- 증액신청 시 필요: **보안매체(타기관OTP / 모바일OTP) 및 신분증**\n\n추가로 문서상 안내된 한도는 다음과 같습니다.\n\n- **보안매체 없음**: 1일 3천만원 / 월 3천만원\n- **보안매체 있음**: 1일 최대 5억원 / 월 최대 5억원  \n  - 고객 신청한도가 적용되며, 최대 5억원입니다.\n\n근거:\n- `007-300138_라이프앱가능업무.docx-1.md` > `1. 신한 SOL라이프 앱 이용방법`	007-300138_라이프앱가능업무.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 014-301125_해약방어상담매뉴얼.docx-1.md	300138_라이프앱가능업무.docx\n\n신한SOL라이프앱 한도증액은 신한SOL라이프앱 전체메뉴에서 \n고객정보관리 선택하고  내 계약관리 선택해서  출금한도변경신청 메뉴에서 신청 하시면 됩니다.\n한도증액시에는 보안매체1(타기관OTP 또는 모바일OTP)와\n신분증이 필요합니다.\n\n보안매체를 보유하고 있는경우는 지급업무 출금한도를 \n일/월 최대 5억 까지 증액 가능합니다.\n보안매체가 없는경우에는 지급업무 출금한도를\n일/월 최대 3천만원까지 증액 가능합니다.	300138_라이프앱가능업무.docx	일치	100	일치	100	일치	100	일치	Response는 정답의 핵심 내용과 조건을 모두 충실히 포함하고 있으며, Context도 기대 문서명을 정확히 포함하고 있습니다.
55	신한 SOL라이프 앱에서 제지급시 금액별 인증 방법 알려줘.	STATUS: insufficient\n\n제공된 근거에는 **“제지급 시 금액별 인증방법”의 상세 구간별 기준**이 표 제목으로만 보이고, 실제 **금액 구간별 인증 방식 내용은 확인되지 않습니다.**\n\n다만, 확인되는 내용은 아래와 같습니다.\n\n- **근거 문서**: `007-300138_라이프앱가능업무.docx-1.md`  \n  **위치**: `1. 신한 SOL라이프 앱 이용방법`\n- **지급업무 출금한도**\n  - **보안매체 없음**: 1일 3,000만원 / 월 3,000만원\n  - **보안매체 있음**: 1일 최대 5억원 / 월 최대 5억원  \n    - 고객 신청한도 적용, 최대 5억원\n- **인증 관련 확인 가능 내용**\n  - **신분증 인증**: 운전면허증, 주민등록증, 외국인등록증 사진 촬영 및 인증\n  - **휴대폰 인증**: 고객정보에 등록된 휴대폰 관련 내용이 일부 보이나, 상세 기준은 문맥이 잘려 있어 확인 불가\n\n즉, **금액별로 어떤 인증수단을 쓰는지**는 현재 제공된 context만으로는 정확히 안내드릴 수 없습니다.	007-300138_라이프앱가능업무.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 009-300197_제지급_우편.docx-1.md, 006-300060_고객센터 청약철회 업무처리기준.docx-1.md	300138_라이프앱가능업무.docx\n\n지급금액별 인증방법은 \n3천만원 이하시에는 신한라이프인증 전자서명이 필요하고,\n공동인증서, 금융인증서, 신한SIGN인증, 카카오인증서 중 한가지 인증후 SMS인증이 필요합니다.\n\n3천만원초과 1억원 이하시에는 신한라이프인증 전자서명하고\n공동인증서, 금융인증서, 신한SIGN인증, 카카오인증서 중 한가지 인증후 모바일OTP나 타기관OTP 중 선택하여 \n추가인증후에 SMS인증이 필요합니다.\n\n1억원초과시에는 신한라이프인증 전자서명하고\n공동인증서, 금융인증서, 신한SIGN인증, 카카오인증서 중 한가지 인증후 모바일OTP나 타기관OTP 중 선택하여 \n추가인증후에 SMS인증과 신분증인증이 필요합니다.\n\n(BEST)\n신분증은 운전면허증, 주민등록증, 외국인등록증 이 \n가능하며 사진촬영하여 인증하게 됩니다.	300138_라이프앱가능업무.docx	불일치	0	일치	100	불일치	20	불일치	Actual Response는 금액별 인증 방법에 대한 구체적인 정보를 제공하지 못했으며, 정답과 핵심 내용이 일치하지 않습니다. 그러나 Context는 기대 문서명을 포함하고 있습니다.
56	계약자 사망 시 계약자 변경 하는 방법 알려줘.	계약자 사망으로 인한 **계약자 변경(사망승계)**은 경우에 따라 서류가 달라질 수 있습니다.  \n제공된 문서 기준으로 안내드리면 다음과 같습니다.\n\n## 1) 먼저 확인할 유의사항\n문서: **012-300233_계약관계자변경.docx-1.md > 1) 계약자변경 유의사항 및 공통사항**\n\n- **교육보험, 연금보험 등 계약자 사망보장이 있는 경우 변경 불가**  \n  - 다만 문서에는 **현재 OL에는 해당 상품 없음**이라고 되어 있습니다.\n- **연금저축, 조세특례제한법 관련 계약은 변경 불가**\n- **지급보류 계약은 확인 필요**\n- **계약자 = 채무자**이면 계약자 변경 불가\n- **계약자 ≠ 채무자**이면 변경 가능  \n  - 단, 증번별 특이사항이 있을 수 있어 **압류담당자 확인 후 안내 필요**\n- 변경 후 **계약자 ≠ 피보험자**인 개인계약은  \n  **보험수익자 지정/변경 관련 추가 약정 동의 여부 확인이 필요**합니다.\n\n## 2) 사망승계 시 공통 서류\n문서: **012-300233_계약관계자변경.docx-1.md > 4. 계약자 변경 _ 사망승계**\n\n### 내방 기준\n1. **내방하는 대표계약자 신분증**\n2. **대표수익자 지정 및 계약변경 동의서**\n   - **대표계약자 포함 전 상속인 모두 각각 인감날인 또는 서명**\n3. **사망한 계약자 기준 기본증명서(상세)**  \n   - 사망사실 확인용\n4. **사망한 계약자의 가족관계증명서(상세)**  \n   - 계약자와 상속인 전원과의 관계 확인용\n5. **내방하지 않는 상속인 전원의 인감증명서 + 인감도장** 또는 **본인서명사실확인서 + 서명**\n\n추가로 문서상,\n- **상속인 전원 서류 검토 후 유선녹취 여부를 판단**\n- **미내방 상속인 전원 유선녹취 필수**라고 되어 있습니다.\n\n## 3) 조건부 추가 서류\n### 상속인 중 사망자가 있는 경우\n문서: **4. 계약자 변경 _ 사망승계**\n\n- 사망한 상속인의 **기본증명서(상세)**\n- 사망한 상속인의 **가족관계증명서(상세)**\n- **2007.12.31. 이전 사망자**가 있으면 **제적등본 추가**\n\n### 계약관계자(변경 전/후 계약자, 피보험자) 중 미성년자가 있는 경우\n문서: **4. 계약자 변경 _ 사망승계**\n\n- 미성년자 친권자 부/모의  \n  **인감증명서 + 인감도장** 또는 **본인서명사실확인서 + 서명**\n- 미성년자 기준 **기본증명서(상세) + 가족관계증명서(상세)**\n- 친권자 중 **2007.12.31. 이전 사망자**가 있으면 **제적등본 추가**\n\n## 4) 본인서명사실확인서 제출 시 유의사항\n문서: **4. 계약자 변경 _ 사망승계**\n\n- 신청서 서명과 **동일한 서명**이어야 함\n- **회사명, 용도**를 정확히 기재해야 함  \n  - 예: **신한라이프 계약자 변경용**\n- 미성년자/미내방 상속인 관련 안내에서는  \n  **회사명, 용도, 수임인**까지 정확히 기재해야 한다고 되어 있습니다.\n\n## 5) 참고\n문서상 **인별합산 실지급액(해약환급금) 500만원 이하의 경우 서류 생략 기준**이 언급되어 있으나,  \n제공된 내용에는 생략 가능한 구체 서류 범위가 모두 나오지 않아 여기서는 확정 안내가 어렵습니다.\n\n원하시면 제가 위 내용을 바탕으로 **“내방 시 준비서류 체크리스트” 형태로 간단히 정리**해드릴게요.	012-300233_계약관계자변경.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md	300233_계약관계자변경.docx\n\n우편접수와 내방하여 변경처리가 가능합니다.\n우편접수시에는\n① 계약내용변경.정정신청서\n(중간생략)\n상속인 전원 서류 검토 후 유선녹취여부 판단 후 진행결정되고,  본인서명사실확인서 첨부 시에는 신청서상 서명과 동일한 서명이어야 하며 필수적으로 '회사명, 용도' 정확히 기재되어야합니다.\n내방접수시에는\n① 내방하는 대표계약자 신분증 지참\n(중간생략)\n계약관계자 (변경전/후 계약자, 피보험자) 중 미성년자가 포함 되어 있는 계약은 ① 미성년자의 친권자 부/모 인감증명서+인감도장 또는 본인서명사실확인서+서명\n ② 미성년자 기준의 기본증명서(상세)+가족관계증명서(상세)\n    ■ 친권자 중 2007.12.31. 이전에 사망한 경우 제적등본 추가 필요하며, \n미내방 상속인 전원 유선녹취가 필요합니다.\n본인서명사실확인서 첨부 시 신청서상 서명 동일 및 필수적으로 '회사명, 용도, 수임인'이 정확히 기재 해야하며, \n당사 양식인 계약내용변경정정신청서에 본인서명사실확인서와 동일한 서명으로 미리 작성해야 합니다.	300233_계약관계자변경.docx	일치	100	일치	100	일치	100	일치	Response는 계약자 사망 시 계약자 변경 방법에 대해 상세히 설명하고 있으며, 필요한 서류와 조건, 예외사항 등을 모두 포함하고 있습니다. 또한, 실제 Context 문서 목록이 기대 문서명과 정확히 일치합니다.
57	계약자 변경으로 내방할 경우 지참 해야 할 서류 알려줘.	계약자 변경으로 **내방**하실 때 지참서류는 경우에 따라 달라집니다.  \n제공된 문서 기준으로 보면 **모두 방문하는 경우 / 일부만 방문하는 경우 / 대리인 방문 / 미성년자 / 대출승계 여부**에 따라 추가서류가 있습니다.\n\n## 공통 서류\n`012-300233_계약관계자변경.docx-1.md > 3) 계약자 변경 구비서류` 기준\n\n### 1) 모두 방문하는 경우\n- **변경 전 계약자 신분증**\n- **변경 후 계약자 신분증**\n- **피보험자 신분증**\n- 단, **피보험자가 미성년자**인 경우:\n  - **기본증명서(상세)**\n  - **가족관계증명서(상세)**\n\n## 조건부 추가 서류\n\n### 2) 변경 전 계약자만 내방하는 경우\n- 내방하는 **변경 전 계약자 신분증**\n- 내방하지 않는 **변경 후 계약자의 인감증명서 + 인감도장**\n  - 또는 **본인서명사실확인서 + 서명**\n\n### 3) 대리인이 내방하는 경우\n`3) 계약자 변경 구비서류` 기준\n- **대리인 신분증**\n- 내방하지 않는 **변경 전 계약자 인감증명서 + 인감도장**\n  - 또는 **본인서명사실확인서 + 서명**\n- **변경 전 계약자와 대리인의 관계확인서류**\n- **변경 전 계약자의 위임장(당사양식)**\n\n추가로 아래 경우에는 더 필요합니다.\n- **대출승계** 또는 **변경 후 계약자가 미성년자**인 경우:\n  - 내방하지 않는 **변경 후 계약자 인감증명서 + 인감도장**\n    - 또는 **본인서명사실확인서 + 서명**\n- **변경 후 계약자가 미성년자**인 경우 필수:\n  - 미성년자 기준 **기본증명서(상세) + 가족관계증명서(상세)**\n  - **친권자 전원 인감증명서 + 인감도장**\n    - 또는 **본인서명사실확인서 + 서명**\n- **대출승계건**인 경우:\n  - 변경 후 계약자가 미리 작성한 **계약내용변경·정정신청서**\n\n### 4) 변경 전 계약자가 미성년자인 경우\n`1) 변경 전 계약자가 미성년자인 경우` 기준\n\n#### 친권자 전원 및 변경 후 계약자, 피보험자가 모두 방문\n- **변경 전 계약자의 친권자 전원 신분증**\n- **변경 후 계약자 신분증**\n- **피보험자 신분증**\n- **변경 전 계약자인 미성년자 기준 기본증명서(상세) + 가족관계증명서(상세)**\n\n#### 친권자 1인만 방문\n- 방문하는 **친권자 신분증**\n- 미내방 친권자의 **인감증명서 + 인감도장**\n  - 또는 **본인서명사실확인서 + 서명**\n- 미내방 친권자의 **위임장(당사양식)**\n- 미성년자 기준 **기본증명서(상세) + 가족관계증명서(상세)**\n- **계약자 ≠ 피보험자**인 경우:\n  - **피보험자 인감증명서 + 인감도장**\n  - 또는 **본인서명사실확인서 + 서명**\n\n정확한 안내를 위해서는 **누가 방문하는지(본인/대리인), 변경 전·후 계약자 중 누가 미성년자인지, 대출승계가 있는지**에 따라 서류가 달라집니다.  \n원하시면 그 조건 말씀해 주시면 경우에 맞게 다시 정리해드릴게요.	012-300233_계약관계자변경.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md	300233_계약관계자변경.docx\n\n변경 전후 계약자와 피보험자가 모두 방문시에는 \n신분증지참하시면 되고, \n피보험자가 미성년자인 경우는 미성년자 기준 상세기본증명서와 상세 가족관계증명서를 지참하시면 됩니다.\n\n변경전계약자만 방문시에는\n(중간생략)\n\n변경후계약자가 방문시에는\n(중간생략)\n\n대리인이 내방시에는\n(이하생략)	300233_계약관계자변경.docx	일치	100	일치	100	일치	100	일치	Response는 정답의 모든 조건과 세부사항을 충실히 포함하고 있으며, Context도 기대 문서명과 정확히 일치합니다.
58	법인계약건일 경우 자동이체 변경(해지)가 가능해?	네, **법인계약도 자동이체 변경은 가능합니다.**\n\n근거:\n- **`010-300200_법인계약 고객센터 상담 기준.docx` > `4. 법인계약 상담유형 및 구비서류`**에 **“(4) 자동이체 계좌변경”** 항목이 있습니다.\n- **같은 문서의 `5. 고객센터 처리가능 항목`**에도 **“입금(6) > 납입방법변경, 자동이체 합산이체”**가 **조회/처리 가능(Y/Y)** 로 표시되어 있습니다.\n\n다만, 질문하신 **“해지”**에 대해서는 제공된 근거에서 **자동이체 해지 가능 여부가 명확히 확인되지 않습니다.**\n\n따라서 정리하면:\n- **자동이체 변경:** 가능\n- **자동이체 해지:** **STATUS: insufficient** (제공된 문서만으로는 명확히 확인 불가)	010-300200_법인계약 고객센터 상담 기준.docx-1.md, 007-300138_라이프앱가능업무.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md	300200_법인계약 고객센터 상담 기준.docx\n\n네 가능합니다.\n자동이체 계좌 변경시에는 사업자등록증 사본, 담당자 신분증사본과 재직증명서와 자동이체 통장사본이 필요합니다.\n\n재직증명서는 명함 또는 건강보험증으로 대체가 가능하고\n통장사본을 보내실때에는 변경대상건의 인적사항과 \n계약사항을 기재하시고 제출하셔야 합니다.\n\n자동이체 통장사본이 개인사업자계좌로 등록시에는 개설할때 등록한 주민번호 또는 사업자번호로 등록 가능하며,\n\n자동이체 해지시에는 계약건과 계좌번호를 유선확인후 해지처리가 가능합니다. \n이때 통장사본은 팩스로 수신하지 않아도 됩니다.	300200_법인계약 고객센터 상담 기준.docx	부분일치	70	일치	100	부분일치	76	부분일치 76%	Response는 자동이체 변경 가능 여부를 정확히 설명했으나, 해지 가능 여부와 필요한 서류에 대한 정보가 누락되었습니다. Context는 기대 문서명을 포함하고 있습니다.
59	미성년자인 계약자가 제지급 요청 시 필요 서류가 뭐야?	미성년자인 계약자의 **제지급 요청**에 대한 서류는, 제공된 근거에는 직접 확인되지 않습니다.  \n현재 context는 **계약자 변경** 관련 문서만 있습니다.\n\n다만, 문서 **`012-300233_계약관계자변경.docx-1.md` > `3. 계약자 변경 _ 미성년자`** 기준으로는 다음 내용만 확인됩니다.\n\n- **중요사항**\n  - 변경 전 계약자가 미성년자인 경우 **친권자 및 후견인 외 대리접수 불가**\n  - **친권자 1인 내방 시**: 미내방 친권자의 **자필 위임장** 추가 필요\n  - **후견인 처리 시**\n    1. 신청인(후견인) **신분증**\n    2. 미성년자 기준 **기본증명서(상세, 후견인 인적사항 확인 필)**\n\n정확한 **제지급 요청 서류**는 이 근거만으로는 안내가 어렵습니다.\n\n**STATUS: insufficient**	012-300233_계약관계자변경.docx-1.md, 009-300197_제지급_우편.docx-1.md	300197_제지급_우편.docx\n\n법정대리인이 내방하거나 우편접수,FC접수로 업무가 가능합니다.\n\n법정대리인은 친권자 또는 미성년후견인으로 내방시\n\n500만원 이하일때에는 내방한 법정대리인 신분증지참, 미성년자 계좌 또는 법정대리인 계좌로 수령하여야 하며, 친권자인경우는 미성년자기준 기본증명서(상세)와 미성년자기준 가족관계증명서 상세,  후견인인경우는 후견인등재된 미성년자기준 기본증명서 상세와 법원결정문 정본을 지참하셔야 하며, 미내방친권자는 녹취확인 하여야 합니다.\n\n500만원 초과시에는\n500만원 이하일때에는 내방한 법정대리인 신분증지참, 미성년자 계좌 또는 법정대리인 계좌로 수령하여야 하며, 친권자인경우는 미성년자기준 기본증명서(상세)와 미성년자기준 가족관계증명서 상세,  후견인인경우는 후견인등재된 미성년자기준 기본증명서 상세와 법원결정문 정본을 지참하셔야 하며,  미내방 친권자의 자필작성과 인감날인된 위임장과 인감증명서 또는  자필작성과 서명이된 위임장과 본인서명사실확인서를 지참하여야 하고 미내방친권자의 녹취확인 하여야 합니다.\n\n우편접수시에는 (이하생략)	300197_제지급_우편.docx	부분일치	60	부분일치	50	부분일치	58	부분일치 58%	Response에서 제지급 요청에 대한 서류를 명확히 안내하지 못했으며, 관련 문서도 일부만 포함되어 있어 정확성이 부족합니다.
